Original XML Dita File,UUID,,,,MARKETING.COM,DOCS.ADOBE.COM
dtm-users-master/src-migrate/dtm_home.xml,a369caa7-eb0a-4387-8627-431673f9eb99,,,,https://marketing.adobe.com/resources/help/en_US/dtm/,https://docs.adobe.com/content/help/en/dtm/using/dtm-home.html
dtm-users-master/src-migrate/whatsnew.xml,3676dac9-e2d8-47cf-9010-0f8d1aed06ed,,,,https://marketing.adobe.com/resources/help/en_US/dtm/whatsnew.html,https://docs.adobe.com/content/help/en/dtm/using/whatsnew.html
dtm-users-master/src-migrate/c_overview.xml,539d7553-fd47-4c1f-b07d-31f96201cbf2,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_overview.html,https://docs.adobe.com/content/help/en/dtm/using/c-overview.html
dtm-users-master/src-migrate/getting-started.xml,af63635a-ce28-4008-9e0d-99e5fe084030,,,,https://marketing.adobe.com/resources/help/en_US/dtm/get_started.html,https://docs.adobe.com/content/help/en/dtm/using/getting-started/get-started.html
dtm-users-master/src-migrate/get_started.xml,93a3054a-0db9-4dbb-9b12-9f69c7696102,,,,https://marketing.adobe.com/resources/help/en_US/dtm/get_started.html,https://docs.adobe.com/content/help/en/dtm/using/getting-started/get-started.html
dtm-users-master/src-migrate/gs-best-practices.xml,e9bc2108-9742-4391-a58f-cb827040717f,,,,https://marketing.adobe.com/resources/help/en_US/dtm/gs-best-practices.html,https://docs.adobe.com/content/help/en/dtm/using/getting-started/gs-best-practices.html
dtm-users-master/src-migrate/administration.xml,422ac82c-131c-4f5d-8c67-8411148fb454,,,,https://marketing.adobe.com/resources/help/en_US/dtm/web_property.html,https://docs.adobe.com/content/help/en/dtm/using/administration/web-property.html
dtm-users-master/src-migrate/web_property.xml,a8462a21-e819-45bc-beba-fecea456d8f8,,,,https://marketing.adobe.com/resources/help/en_US/dtm/web_property.html,https://docs.adobe.com/content/help/en/dtm/using/administration/web-property.html
dtm-users-master/src-migrate/users.xml,a98b3a01-005f-4697-b5c9-ad374758def0,,,,https://marketing.adobe.com/resources/help/en_US/dtm/users.html,https://docs.adobe.com/content/help/en/dtm/using/administration/users.html
dtm-users-master/src-migrate/c_create-manage-groups-enterprise-dashboard.xml,36024edd-8085-4145-b824-955adc6dabbf,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_create-manage-groups-enterprise-dashboard.html,https://docs.adobe.com/content/help/en/dtm/using/administration/c-create-manage-groups-enterprise-dashboard.html
dtm-users-master/src-migrate/groups.xml,e938d14f-10b8-4a57-81f5-6d63dd427083,,,,https://marketing.adobe.com/resources/help/en_US/dtm/groups.html,https://docs.adobe.com/content/help/en/dtm/using/administration/groups.html
dtm-users-master/src-migrate/c_Troubleshooting.xml,134a3b2e-81e9-4703-a17b-ba4dfc0816db,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_Troubleshooting.html,https://docs.adobe.com/content/help/en/dtm/using/administration/c-troubleshooting.html
dtm-users-master/src-migrate/c_chrome_2G.xml,51ce547c-1528-4626-8e6d-feddc8cbfb61,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_chrome_2G.html,https://docs.adobe.com/content/help/en/dtm/using/administration/c-chrome-2g.html
dtm-users-master/src-migrate/client-side-information.xml,f68db63c-c05d-40c1-af34-cea173adaa17,,,,https://marketing.adobe.com/resources/help/en_US/dtm/deployment.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/deployment.html
dtm-users-master/src-migrate/deployment.xml,b05e4cc2-8b2f-42af-97c0-2f68436a7d6e,,,,https://marketing.adobe.com/resources/help/en_US/dtm/deployment.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/deployment.html
dtm-users-master/src-migrate/code.xml,32fe3d1f-586d-42be-823e-52324664d85a,,,,https://marketing.adobe.com/resources/help/en_US/dtm/code.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/code.html
dtm-users-master/src-migrate/t_add_header_fooder_code.xml,f13d5302-3cbc-4b28-9e6a-46184a9770ed,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_add_header_fooder_code.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/t-add-header-fooder-code.html
dtm-users-master/src-migrate/t_verify_header_footer.xml,e1c3e381-4118-4696-a5f1-4a2dae156517,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_verify_header_footer.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/t-verify-header-footer.html
dtm-users-master/src-migrate/object_reference.xml,8397bfe0-a24e-46c0-9723-9eadfc0c1184,,,,https://marketing.adobe.com/resources/help/en_US/dtm/object_reference.html,https://docs.adobe.com/content/help/en/dtm/using/client-side-information/object-reference.html
dtm-users-master/src-migrate/publishing.xml,29a488ba-e835-4e29-a93f-dd1883f0719b,,,,https://marketing.adobe.com/resources/help/en_US/dtm/library_management.html,https://docs.adobe.com/content/help/en/dtm/using/publishing/library-management.html
dtm-users-master/src-migrate/library_management.xml,ffc42599-93e7-40c9-8082-f781858f4056,,,,https://marketing.adobe.com/resources/help/en_US/dtm/library_management.html,https://docs.adobe.com/content/help/en/dtm/using/publishing/library-management.html
dtm-users-master/src-migrate/managing_resources.xml,fcdf84d5-1fee-4305-a783-7f24554a053b,,,,https://marketing.adobe.com/resources/help/en_US/dtm/tools.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/tools.html
dtm-users-master/src-migrate/tools.xml,da61f065-e234-4c60-81fa-9398678f9140,,,,https://marketing.adobe.com/resources/help/en_US/dtm/tools.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/tools.html
dtm-users-master/src-migrate/data_elements.xml,6a902dea-ce8b-4b92-ab2d-65ae65783684,,,,https://marketing.adobe.com/resources/help/en_US/dtm/data_elements.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/data-elements.html
dtm-users-master/src-migrate/rules.xml,7faccf41-e378-4673-a182-e7e7d7a54985,,,,https://marketing.adobe.com/resources/help/en_US/dtm/rules.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/rules.html
dtm-users-master/src-migrate/load_order.xml,7046ca75-b370-4bca-9d85-54ca3300d97a,,,,https://marketing.adobe.com/resources/help/en_US/dtm/load_order.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/load-order.html
dtm-users-master/src-migrate/create-rules.xml,926fe505-d0b5-4b02-9999-f3a26e01743f,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_create.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-create.html
dtm-users-master/src-migrate/t_rules_create.xml,f171cb2e-d3e4-48a4-b8d2-fed2357f2029,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_create.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-create.html
dtm-users-master/src-migrate/t_rules_event_conditions.xml,e9f2be37-b235-451a-8c9b-37cca61574f2,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_event_conditions.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-event-conditions.html
dtm-users-master/src-migrate/t_rules_page_conditions.xml,ae75524a-05c1-4fc6-8b00-fd6d784449b7,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_page_conditions.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-page-conditions.html
dtm-users-master/src-migrate/t_rules_direct_conditions.xml,7a83c4be-d6f2-4a4d-a735-335fd8e24921,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_direct_conditions.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-direct-conditions.html
dtm-users-master/src-migrate/t_rules_actions.xml,93c89ff1-4b7d-4895-bd75-edb56ea3600b,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_rules_actions.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-rules-actions.html
dtm-users-master/src-migrate/t_test_rules_amazon.xml,bafa70f9-b1a4-43a2-93bf-2b20b9d5b3f5,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_test_rules_amazon.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-test-rules-amazon.html
dtm-users-master/src-migrate/t_test_rules_ftp.xml,f168adef-cd28-40ac-a686-a58a3560d876,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_test_rules_ftp.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/create-rules/t-test-rules-ftp.html
dtm-users-master/src-migrate/plugins.xml,eb243adc-c1ae-47e1-b1c7-88e251d72ab2,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_dtm_switch_plugins.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/plugins/c-dtm-switch-plugins.html
dtm-users-master/src-migrate/c_dtm_switch_plugins.xml,9763e3a0-893d-4bae-85c4-a2f1e525d206,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_dtm_switch_plugins.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/plugins/c-dtm-switch-plugins.html
dtm-users-master/src-migrate/search_discovery_plugins.xml,1f69e46c-8c2c-4496-b31f-3c3b477c2b96,,,,https://marketing.adobe.com/resources/help/en_US/dtm/search_discovery_plugins.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/plugins/search-discovery-plugins.html
dtm-users-master/src-migrate/disruptive_advertising_plugins.xml,86cb10a2-1d8c-42fe-99cf-083c48002d7e,,,,https://marketing.adobe.com/resources/help/en_US/dtm/disruptive_advertising_plugins.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/plugins/disruptive-advertising-plugins.html
dtm-users-master/src-migrate/c_tagtician-debugging-plugin.xml,c426afa3-aa48-44b7-96ea-67baecb6df98,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_tagtician-debugging-plugin.html,https://docs.adobe.com/content/help/en/dtm/using/managing-resources/plugins/c-tagtician-debugging-plugin.html
dtm-users-master/src-migrate/tools-reference.xml,6127a552-a6d3-4c31-8879-c7421c0a5bb6,,,,https://marketing.adobe.com/resources/help/en_US/dtm/tools.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/add-aem-contextub-tool.html
dtm-users-master/src-migrate/add-aem-contextub-tool.xml,4d69b2ec-21f3-4a5d-98ea-00ad9fe08889,,,,https://marketing.adobe.com/resources/help/en_US/dtm/add-aem-contextub-tool.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/add-aem-contextub-tool.html
dtm-users-master/src-migrate/analytics_dtm.xml,8f028897-1fbb-4e03-9721-9fce18a2bb0c,,,,https://marketing.adobe.com/resources/help/en_US/dtm/analytics_dtm.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/analytics-dtm.html
dtm-users-master/src-migrate/audiencemgmt.xml,f0ef2cfd-cdde-4fb5-8c07-ee69a5b03d6f,,,,https://marketing.adobe.com/resources/help/en_US/dtm/audiencemgmt.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/audiencemgmt.html
dtm-users-master/src-migrate/media_optimizer.xml,e3623c72-92fb-409f-b8e9-a84effc74f4e,,,,https://marketing.adobe.com/resources/help/en_US/dtm/media_optimizer.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/media-optimizer.html
dtm-users-master/src-migrate/target.xml,06562631-7df3-420d-b787-1ccff774b3b4,,,,https://marketing.adobe.com/resources/help/en_US/dtm/target.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/target.html
dtm-users-master/src-migrate/macid.xml,773382a6-d490-4508-b46c-df0dca8dd4bb,,,,https://marketing.adobe.com/resources/help/en_US/dtm/macid.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/macid.html
dtm-users-master/src-migrate/ga.xml,4fca02cc-8c3d-47e9-81be-9248ea908175,,,,https://marketing.adobe.com/resources/help/en_US/dtm/ga.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/ga.html
dtm-users-master/src-migrate/google_universal_analytics.xml,09c65edf-896d-437c-ab37-54551f643305,,,,https://marketing.adobe.com/resources/help/en_US/dtm/google_universal_analytics.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/google-universal-analytics.html
dtm-users-master/src-migrate/nielsen.xml,8af277a6-71b5-4fe6-8271-4bb3eb7f37a4,,,,https://marketing.adobe.com/resources/help/en_US/dtm/nielsen.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/nielsen.html
dtm-users-master/src-migrate/t_third_party_tags.xml,ac73d3ec-de49-459a-b10a-4468ec0344cb,,,,https://marketing.adobe.com/resources/help/en_US/dtm/t_third_party_tags.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/t-third-party-tags.html
dtm-users-master/src-migrate/opt-in.xml,9cdf5aeb-0acf-467f-9526-616300485b93,,,,https://marketing.adobe.com/resources/help/en_US/dtm/opt-in.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/opt-in.html
dtm-users-master/src-migrate/object_reference_cookies.xml,50e03795-bf3e-4764-af52-8267daf6a26a,,,,https://marketing.adobe.com/resources/help/en_US/dtm/object_reference_cookies.html,https://docs.adobe.com/content/help/en/dtm/using/tools-reference/object-reference-cookies.html
dtm-users-master/src-migrate/migration-to-and-from-dtm.xml,1838813f-e3b4-4897-908d-51c0bebff341,,,,https://marketing.adobe.com/resources/help/en_US/dtm/migration.html,https://docs.adobe.com/content/help/en/dtm/using/migration-to-and-from-dtm/migration.html
dtm-users-master/src-migrate/migration.xml,f582ff05-50c8-4e95-a7d9-5415484dcce6,,,,https://marketing.adobe.com/resources/help/en_US/dtm/migration.html,https://docs.adobe.com/content/help/en/dtm/using/migration-to-and-from-dtm/migration.html
dtm-users-master/src-migrate/atm_migration.xml,5095175e-ebb8-4b02-b946-e958ca986dd5,,,,https://marketing.adobe.com/resources/help/en_US/dtm/atm_migration.html,https://docs.adobe.com/content/help/en/dtm/using/migration-to-and-from-dtm/atm-migration.html
dtm-users-master/src-migrate/atm1_migrate_map.xml,dcd2e499-504f-4c64-a8e1-dbd6fe2c2955,,,,https://marketing.adobe.com/resources/help/en_US/dtm/atm1_migrate_map.html,https://docs.adobe.com/content/help/en/dtm/using/migration-to-and-from-dtm/atm1-migrate-map.html
dtm-users-master/src-migrate/atm2_migrate_map.xml,e18e2615-fa91-4556-bc9f-9c60bf825cd6,,,,https://marketing.adobe.com/resources/help/en_US/dtm/atm2_migrate_map.html,https://docs.adobe.com/content/help/en/dtm/using/migration-to-and-from-dtm/atm2-migrate-map.html
dtm-users-master/src-migrate/frequently-asked-questions.xml,83c8b154-fbb3-47a8-b7fc-9e3b66d8ef70,,,,https://marketing.adobe.com/resources/help/en_US/dtm/faq.html,https://docs.adobe.com/content/help/en/dtm/using/frequently-asked-questions/faq.html
dtm-users-master/src-migrate/faq.xml,94ae0fda-6697-4cb8-bfc1-68529490e06a,,,,https://marketing.adobe.com/resources/help/en_US/dtm/faq.html,https://docs.adobe.com/content/help/en/dtm/using/frequently-asked-questions/faq.html
dtm-users-master/src-migrate/wp_page_load_speed.xml,d5e9fed0-e5cb-4fae-b55f-8f4c9527e936,,,,https://marketing.adobe.com/resources/help/en_US/dtm/wp_page_load_speed.html,https://docs.adobe.com/content/help/en/dtm/using/frequently-asked-questions/wp-page-load-speed.html
dtm-users-master/src-migrate/other-resources.xml,a3b3cff0-8d6e-4242-bd0e-12bcc8daa22c,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_resources.html,https://docs.adobe.com/content/help/en/dtm/using/other-resources/c-resources.html
dtm-users-master/src-migrate/c_resources.xml,6dd1d1ff-980a-497f-92c8-c09c6a11a1aa,,,,https://marketing.adobe.com/resources/help/en_US/dtm/c_resources.html,https://docs.adobe.com/content/help/en/dtm/using/other-resources/c-resources.html
dtm-users-master/src-migrate/doc_updates.xml,b83d5476-552e-4bbc-aa81-1f29dbe1def8,,,,https://marketing.adobe.com/resources/help/en_US/dtm/doc_updates.html,https://docs.adobe.com/content/help/en/dtm/using/other-resources/doc-updates.html
dtm-users-master/src-migrate/release_notes_history_dtm.xml,3e92cd1b-83ad-429e-a9a2-0616394a1949,,,,https://marketing.adobe.com/resources/help/en_US/dtm/release_notes_history_dtm.html,https://docs.adobe.com/content/help/en/dtm/using/other-resources/release-notes-history-dtm.html
